,row_id,area__rucc,area__urban_influence,econ__economic_typology,econ__pct_civilian_labor,econ__pct_unemployment,econ__pct_uninsured_adults,econ__pct_uninsured_children,demo__pct_female,demo__pct_below_18_years_of_age,demo__pct_aged_65_years_and_older,demo__pct_hispanic,demo__pct_non_hispanic_african_american,demo__pct_non_hispanic_white,demo__pct_american_indian_or_alaskan_native,demo__pct_asian,demo__pct_adults_less_than_a_high_school_diploma,demo__pct_adults_with_high_school_diploma,demo__pct_adults_with_some_college,demo__pct_adults_bachelors_or_higher,demo__birth_rate_per_1k,demo__death_rate_per_1k,health__pct_adult_obesity,health__pct_adult_smoking,health__pct_diabetes,health__pct_low_birthweight,health__pct_excessive_drinking,health__pct_physical_inacticity,health__air_pollution_particulate_matter,health__homicides_per_100k,health__motor_vehicle_crash_deaths_per_100k,health__pop_per_dentist,health__pop_per_primary_care_physician,yr,poverty_rate,prediction_label
1523,3043,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.42,0.043,0.256,0.081,0.502,0.228,0.179,0.039,0.021,0.935,0,0,0.25717214,0.42213115,0.1772541,0.14344262,14,12,0.338,0.249,0.122,0.088,,0.27,14,,36.28,1780,2160,a,25.3,25.29999924
1524,3046,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.554,0.021,0.249,0.134,0.511,0.202,0.255,0.101,0.011,0.863,0.036,0,0.1375502,0.311245,0.3684739,0.18273093,9,12,0.207,,0.082,0.102,,0.228,13,,62.66,1840,1250,a,21.5,21.5
1525,3047,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Mining-dependent,0.415,0.082,0.217,0.047,0.502,0.206,0.181,0.011,0.008,0.969,0.006,0,0.12637913,0.49749246,0.23570712,0.14042127,12,13,0.344,0.233,0.12,0.105,,0.345,13,8.9,26.87,4110,1479,a,20.3,20.29999924
1526,3050,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Farm-dependent,0.56,0.026,0.117,0.073,0.507,0.203,0.163,0.03,0.015,0.916,0.009,0.008,0.09126984,0.27380952,0.35416666,0.28075397,13,8,0.278,,0.074,0.036,,0.215,13,,,1759,1379,b,14.1,14.10000038
1527,3051,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Farm-dependent,0.383,0.043,0.346,0.186,0.45,0.201,0.207,0.296,0.028,0.665,0.017,0.003,0.21856287,0.30239522,0.33532935,0.14371258,11,10,0.303,,0.109,0.071,,0.294,9,,40.36,3340,3010,b,19.8,19.79999924
1528,3053,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Recreation,0.436,0.071,0.237,0.113,0.496,0.206,0.193,0.024,0,0.937,0.014,0.007,0.07530121,0.32329318,0.3925703,0.20883533,10,10,0.232,0.187,0.084,0.059,0.206,0.205,11,,16.03,2140,1510,b,15.8,15.80000019
1529,3057,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Recreation,0.451,0.084,0.27,0.107,0.482,0.286,0.093,0.026,0.01,0.821,0.051,0.022,0.07459678,0.31653225,0.39717743,0.21169356,14,5,0.302,0.261,0.059,0.055,0.186,0.253,,4.95,13.69,2320,1909,b,9.9,12.69500002
1530,3059,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.459,0.064,0.196,0.07,0.524,0.2,0.154,0.01,0.07,0.877,0,0.005,0.11592742,0.3467742,0.30040324,0.23689516,11,10,0.326,0.249,0.101,0.095,0.117,0.316,13,2.16,9.8,1970,1180,b,22.2,22.20000076
1531,3060,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Federal/State government-dependent,0.401,0.073,0.232,0.067,0.492,0.208,0.172,0.015,0.05,0.924,0,0,0.22277722,0.4145854,0.25674325,0.1058941,11,12,0.349,0.282,0.128,0.093,0.111,0.313,14,3.53,25.8,3679,2839,b,21.5,21.5
1532,3061,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.378,0.084,0.268,0.073,0.504,0.192,0.24,0.023,0.006,0.941,0.015,0,0.18072289,0.4307229,0.27008033,0.118473895,10,14,0.335,0.315,0.123,0.092,0.157,0.294,12,,42.59,2860,8540,b,21.3,21.29999924
1533,3063,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Recreation,0.403,0.065,0.164,0.071,0.51,0.194,0.204,0.067,0.026,0.816,0.008,0.048,0.048582997,0.22975709,0.402834,0.3188259,11,9,0.272,0.147,0.086,0.04,0.159,0.166,11,,10.03,1519,2320,b,9.7,10.97199998
1534,3066,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Farm-dependent,0.554,0.03,0.347,0.186,0.498,0.293,0.139,0.457,0.012,0.522,0.03,0.005,0.2535211,0.2947686,0.25754526,0.19416499,16,8,0.285,,0.104,0.066,,0.268,11,,28.62,5550,2759,a,12.2,12.19999981
1535,3067,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.534,0.047,0.106,0.038,0.498,0.244,0.165,0.015,0,0.968,0.007,0.011,0.065656565,0.36666667,0.35252526,0.21515152,12,9,0.315,0.231,0.098,0.057,0.184,0.25,11,,21.38,4280,6450,a,7.9,7.900000095
1536,3069,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Mining-dependent,0.456,0.06,0.173,0.047,0.493,0.197,0.181,0.007,0.039,0.936,0,0.013,0.09470469,0.4460285,0.3095723,0.1496945,10,12,0.31,0.216,0.131,0.079,0.228,0.338,14,2.03,12.59,2720,2260,b,16.7,16.70000076
1537,3070,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Nonspecialized,0.384,0.061,0.319,0.069,0.487,0.194,0.228,0.029,0,0.934,0.014,0.004,0.178,0.404,0.281,0.137,10,14,0.319,0.195,0.125,0.071,,0.332,12,,38.47,4009,2660,a,22.6,22.60000038
1538,3071,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Farm-dependent,0.359,0.053,0.324,0.127,0.469,0.255,0.172,0.416,0.073,0.487,0.024,0,0.22045681,0.35451838,0.2631579,0.16186693,13,11,0.282,,0.105,0.123,,0.307,9,,20.9,3879,3940,a,21.3,21.29999924
1539,3072,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.567,0.029,0.168,0.08,0.509,0.223,0.233,0.049,0.002,0.922,0.005,0.003,0.08988764,0.36567926,0.37385088,0.17058222,9,8,0.265,0.211,0.102,,0.186,0.251,13,,,959,,a,11.4,11.60399999
1540,3073,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Recreation,0.521,0.057,0.176,0.052,0.489,0.188,0.232,0.038,0.001,0.952,0.006,0.004,0.07220574,0.38476756,0.30959445,0.23343225,9,11,0.292,,0.114,0.066,0.208,0.282,12,,18.25,2480,2499,a,10.8,10.80000019
1541,3075,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.414,0.07,0.249,0.07,0.515,0.235,0.178,0.1,0.033,0.819,0.002,0.017,0.18806876,0.42366025,0.23154701,0.15672396,12,12,0.295,0.23,0.135,0.095,,0.331,13,2.8,16.09,1650,1490,a,19.1,20.61400002
1542,3076,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.504,0.053,0.163,0.078,0.501,0.205,0.203,0,0.011,0.967,0,0.008,0.13747454,0.5183299,0.21283096,0.13136457,9,11,0.332,0.226,0.134,0.05,0.085,0.291,13,,21.67,2040,3080,a,14.3,14.30000019
1543,3078,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.51,0.061,0.144,0.038,0.503,0.222,0.197,0.019,0,0.954,0,0.001,0.077077076,0.4144144,0.34234235,0.16616617,10,11,0.294,0.318,0.11,0.063,,0.29,11,,13.87,8080,5400,a,10.9,10.95999991
1544,3079,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Farm-dependent,0.34,0.066,0.323,0.147,0.486,0.237,0.188,0.026,0.035,0.715,0.152,0.001,0.18402427,0.40141556,0.27704751,0.13751264,13,11,0.349,0.226,0.127,0.076,,0.305,10,,30.34,4630,4659,a,23,23
1545,3081,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.552,0.055,0.119,0.042,0.502,0.203,0.14,0.029,0.018,0.917,0.001,0.03,0.06831683,0.32673267,0.30891088,0.2960396,9,8,0.309,0.148,0.082,0.067,0.253,0.198,11,,10.05,1560,1379,a,12.5,12.9720001
1546,3082,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Manufacturing-dependent,0.429,0.067,0.235,0.068,0.505,0.238,0.16,0.013,0.052,0.911,0,0.006,0.2719919,0.41557127,0.2082912,0.1041456,14,11,0.336,0.284,0.123,0.075,0.106,0.342,14,,21.07,3710,2600,b,22.9,22.89999962
1547,3085,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Noncore adjacent to a large metro area,Recreation,0.476,0.049,0.198,0.098,0.507,0.163,0.275,0.026,0.174,0.789,0.002,0,0.12250996,0.32768923,0.30976096,0.24003984,7,16,0.271,0.323,0.118,0.101,0.283,0.269,12,,21.65,2240,1800,b,13.6,13.60000038
1548,3088,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Manufacturing-dependent,0.413,0.064,0.283,0.101,0.507,0.25,0.162,0.023,0.239,0.751,0,0,0.17694642,0.43680486,0.26491407,0.12133468,11,11,0.328,0.168,0.122,0.104,,0.373,12,,33,5479,5479,b,21.1,21.10000038
1549,3090,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Manufacturing-dependent,0.515,0.051,0.194,0.072,0.507,0.257,0.102,0.154,0.017,0.696,0.01,0.094,0.09018036,0.18537074,0.31963927,0.40480962,13,6,0.244,0.116,0.073,0.065,0.153,0.155,10,0.55,5.62,1229,1110,b,12.2,12.19999981
1550,3091,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Recreation,0.453,0.059,0.248,0.08,0.504,0.191,0.203,0.03,0.07,0.853,0.005,0.008,0.10764588,0.27062374,0.36418512,0.25754526,9,11,0.276,0.22,0.114,0.071,0.212,0.3,12,3.5,15.43,1419,1610,a,14.2,15.46600011
1551,3093,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.542,0.025,0.202,0.134,0.503,0.208,0.267,0.025,0.012,0.932,0.026,0.001,0.06350806,0.31149194,0.40020162,0.22479838,11,12,0.257,0.133,0.089,,0.282,0.25,10,,,1789,889,a,10.1,10.10000038
1552,3095,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Recreation,0.376,0.081,0.265,0.108,0.515,0.209,0.194,0.077,0.261,0.654,0.002,0,0.16048144,0.39317954,0.27382147,0.17251755,11,11,0.316,0.158,0.136,0.096,,0.246,13,,22.78,5339,4230,a,18.2,18.20000076
1553,3096,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.453,0.063,0.199,0.036,0.526,0.235,0.118,0.183,0.311,0.363,0.006,0.115,0.2106825,0.26805145,0.20178041,0.31948566,16,6,0.236,0.138,0.108,0.082,0.137,0.248,11,7.8,4.48,1670,1630,a,22.1,22.10000038
1554,3098,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.456,0.077,0.175,0.032,0.513,0.235,0.175,0.054,0.132,0.795,0.012,0.012,0.13065326,0.40703517,0.32663316,0.1356784,12,12,0.349,0.257,0.123,0.087,0.157,0.271,14,4.8,12.45,3339,2009,a,18.9,18.89999962
1555,3099,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.394,0.077,0.267,0.115,0.489,0.257,0.13,0.022,0.081,0.895,0.003,0,0.19578314,0.40261045,0.27710843,0.124497995,16,10,0.38,0.226,0.11,0.083,,0.352,13,11.9,47.61,3920,2859,b,16.9,16.89999962
1556,3103,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Recreation,0.427,0.061,0.305,0.116,0.461,0.159,0.202,0.046,0.047,0.894,0,0.01,0.20758483,0.2994012,0.30339321,0.18962076,7,10,0.261,0.246,0.1,0.074,,0.253,13,,10.4,5900,1349,a,19.7,18.83899978
1557,3104,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.426,0.084,0.234,0.073,0.514,0.256,0.163,0.065,0.101,0.822,0.005,0.008,0.26834172,0.3879397,0.2281407,0.11557789,14,14,0.342,0.322,0.117,0.108,,0.378,13,,22.16,3170,1760,a,26.9,26.89999962
1558,3106,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.466,0.041,0.164,0.063,0.457,0.222,0.134,0.009,0.065,0.898,0.004,0.005,0.13366337,0.409901,0.2841584,0.17227723,10,9,0.302,0.246,0.11,0.074,0.184,0.326,14,,15.51,4799,2060,b,12.7,12.69999981
1559,3107,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Mining-dependent,0.473,0.067,0.175,0.066,0.512,0.212,0.195,0.013,0.024,0.959,0.012,0.011,0.11830132,0.4924166,0.30535895,0.08392315,10,13,0.301,0.338,0.135,0.088,0.185,0.325,14,,18.9,7969,1979,b,16.4,16.39999962
1560,3108,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Manufacturing-dependent,0.549,0.048,0.159,0.045,0.498,0.222,0.146,0.107,0.01,0.862,0.01,0.008,0.0922619,0.31349206,0.32142857,0.27281746,10,9,0.248,0.182,0.072,0.06,0.22,0.217,13,0.4,12.3,2330,2499,a,11.8,11.80000019
1561,3112,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.441,0.056,0.198,0.088,0.443,0.207,0.126,0.028,0.143,0.786,0.008,0.016,0.1031031,0.3943944,0.33533534,0.16716717,11,7,0.377,0.243,0.105,0.092,0.224,0.273,12,,22.53,6199,3419,a,17,14.92799994
1562,3115,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Farm-dependent,0.33,0.098,0.305,0.095,0.485,0.23,0.172,0.027,0.264,0.697,0,0.01,0.15024875,0.43681592,0.29751244,0.11542289,10,11,0.316,,0.124,0.15,,0.266,12,,18.29,5200,3219,b,25.4,25.39999962
1563,3119,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Farm-dependent,0.47,0.024,0.268,0.176,0.385,0.213,0.138,0.23,0.072,0.67,0.009,0.01,0.20375866,0.34520277,0.23936696,0.2116716,11,7,0.314,,0.103,0.061,,0.29,11,,,,,b,10.6,10.60000038
1564,3120,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.367,0.067,0.287,0.079,0.509,0.247,0.152,0.063,0.107,0.82,0,0.012,0.18644068,0.38185444,0.3110668,0.12063809,14,10,0.326,0.304,0.128,0.099,0.143,0.352,12,,21.74,6339,6339,a,25.3,25.29999924
1565,3121,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.416,0.069,0.234,0.08,0.516,0.218,0.184,0.003,0.275,0.694,0,0.003,0.22123016,0.37202382,0.27876985,0.1279762,10,11,0.342,0.212,0.136,0.113,0.14,0.303,13,5.9,15.8,8329,2280,a,19.8,19.79999924
1566,3122,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.533,0.045,0.128,0.042,0.515,0.229,0.133,0.09,0.24,0.601,0,0.058,0.098196395,0.28957915,0.26553106,0.3466934,12,8,0.258,0.169,0.082,0.089,0.219,0.219,12,6.7,9.59,1799,1250,a,12.2,13.00400008
1567,3123,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.508,0.051,0.228,0.12,0.49,0.25,0.192,0.05,0.002,0.912,0.003,0.006,0.11165524,0.36043096,0.37904015,0.14887366,13,7,0.325,0.178,0.101,0.077,,0.22,9,,,,1370,a,16.4,14.755
1568,3125,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.573,0.025,0.165,0.08,0.507,0.221,0.23,0.029,0.005,0.945,0.006,0,0.06927711,0.3865462,0.3554217,0.18875502,11,14,0.291,0.136,0.094,0.068,0.227,0.318,10,,22.71,2000,1169,b,10.8,10.80000019
1569,3128,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Mining-dependent,0.532,0.036,0.193,0.075,0.49,0.24,0.127,0.072,0.005,0.891,0.012,0.005,0.08300395,0.27272728,0.41897234,0.22529644,15,9,0.269,0.268,0.081,0.078,0.172,0.239,11,2.16,21.52,1480,1329,b,9.5,9.5
1570,3129,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Federal/State government-dependent,0.449,0.058,0.3,0.128,0.507,0.172,0.171,0.059,0.012,0.813,0.098,0.011,0.12175649,0.2774451,0.3003992,0.3003992,10,9,0.326,0.217,0.145,0.065,0.149,0.265,13,,10.13,2269,1120,a,21.4,21.39999962
1571,3130,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.515,0.04,0.149,0.06,0.476,0.17,0.184,0.034,0.014,0.853,0,0.083,0.057255674,0.31095755,0.3129319,0.3188549,9,7,0.276,0.207,0.101,0.054,,0.213,10,,14.4,1859,1199,a,15.1,15.10000038
1572,3131,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a large metro area,Nonspecialized,0.427,0.056,0.263,0.075,0.51,0.209,0.189,0.053,0.038,0.888,0.004,0.009,0.24898785,0.3188259,0.3026316,0.12955466,10,11,0.286,0.268,0.119,0.081,0.083,0.329,13,4.2,21.09,3130,2469,a,17.7,17.70000076
1573,3139,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Noncore adjacent to a large metro area,Nonspecialized,0.425,0.078,0.179,0.074,0.498,0.242,0.16,0.004,0,0.975,0.005,0.008,0.17545639,0.46146044,0.27586207,0.08722109,12,12,0.3,0.205,0.11,0.102,,0.296,13,,21.31,6650,13359,b,23.3,19.52499996
1574,3141,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.463,0.049,0.311,0.158,0.505,0.266,0.129,0.191,0.028,0.745,0.004,0.003,0.17373738,0.3181818,0.34343433,0.16464646,14,8,0.331,0.205,0.124,0.074,0.187,0.268,10,1.9,19.83,2969,2069,a,12,12
1575,3143,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.525,0.051,0.128,0.05,0.513,0.235,0.135,0.05,0.063,0.84,0.015,0.021,0.07186235,0.28036436,0.32591093,0.32186234,13,8,0.287,0.177,0.082,0.067,0.233,0.218,12,3.99,8.96,1529,1259,b,12.1,12.10000038
1576,3144,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.47,0.052,0.217,0.057,0.512,0.239,0.118,0.038,0.076,0.853,0.006,0.002,0.12957469,0.3867458,0.28882295,0.19485658,13,8,0.334,0.264,0.117,0.074,0.13,0.296,13,3.38,15.36,2339,2349,b,12.3,12.30000019
1577,3146,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Federal/State government-dependent,0.533,0.033,0.291,0.156,0.488,0.182,0.191,0.043,0.002,0.914,0.012,0,0.067608476,0.30070636,0.33400604,0.29767913,9,9,0.236,0.107,0.084,0.066,0.123,0.22,10,,17.69,2329,770,a,17,15.77600002
1578,3147,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Federal/State government-dependent,0.402,0.072,0.175,0.078,0.459,0.2,0.149,0.041,0.061,0.82,0.08,0.002,0.15581854,0.36291912,0.30177516,0.17948718,9,8,0.289,0.184,0.107,0.08,0.199,0.261,11,,14.68,3430,1350,b,17.7,17.53599998
1579,3148,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Manufacturing-dependent,0.511,0.065,0.182,0.068,0.507,0.238,0.15,0.011,0.005,0.955,0.007,0.012,0.1315261,0.34738955,0.33534136,0.18574297,12,10,0.342,0.274,0.107,0.069,0.14,0.273,11,1.72,23.3,2430,1519,b,11.9,11.89999962
1580,3149,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.486,0.046,0.205,0.078,0.512,0.259,0.12,0.056,0.253,0.679,0,0.014,0.11332008,0.29920477,0.36282307,0.22465208,12,8,0.355,0.238,0.118,0.084,0.12,0.291,13,4.3,17.31,2669,3610,a,9.6,9.600000381
1581,3151,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Recreation,0.764,0.115,,,,,,,,,,,0.022066198,0.28786358,0.32698095,0.36308926,11,0,,,,,,,,,,,,a,3.3,10.817
1582,3159,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.337,0.093,0.263,0.072,0.457,0.246,0.118,0.047,0.577,0.37,0.002,0.008,0.247505,0.35928145,0.256487,0.13672654,12,11,0.385,0.237,0.138,0.129,0.113,0.356,12,11.62,25.25,8169,6970,b,34.5,34.5
1583,3161,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.409,0.075,0.277,0.114,0.512,0.223,0.188,0.035,0.188,0.763,0.001,0.009,0.19939578,0.3796576,0.29305136,0.12789527,11,11,0.28,,0.12,0.092,,0.268,13,,24.37,3750,1939,b,21.2,21.20000076
1584,3162,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Recreation,0.394,0.082,0.282,0.124,0.499,0.184,0.261,0.014,0,0.956,0.013,0.001,0.17019133,0.44410875,0.25881168,0.12688822,8,12,0.31,,0.144,0.089,,0.317,11,,21.18,4780,4800,a,28.5,19.94700005
1585,3165,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.49,0.051,0.126,0.073,0.494,0.245,0.171,0.013,0.007,0.902,0.063,0.003,0.10208127,0.3815659,0.3666997,0.14965312,12,11,0.29,0.255,0.093,0.061,0.224,0.243,12,,24.81,2149,1069,a,13,12.13200005
1586,3166,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Federal/State government-dependent,0.407,0.107,0.256,0.09,0.526,0.224,0.185,0.011,0.387,0.569,0.004,0.01,0.26047903,0.39121756,0.25848302,0.08982036,12,12,0.323,0.195,0.134,0.101,,0.296,13,6.62,27.95,5380,3599,b,23.6,23.60000038
1587,3168,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Recreation,0.488,0.044,0.157,0.087,0.487,0.186,0.167,0.063,0.007,0.902,0.012,0.01,0.06626506,0.24397591,0.37650603,0.31325302,8,8,0.166,0.227,0.073,0.147,0.11,0.167,13,,11.2,2109,1550,a,9.4,9.399999619
1588,3169,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.543,0.03,0.168,0.044,0.516,0.181,0.168,0.02,0.005,0.947,0.006,0.018,0.075987846,0.34042552,0.2674772,0.31610942,8,9,0.267,0.172,0.09,0.059,0.168,0.206,11,,12.75,1779,1390,a,9.8,11.57799985
1589,3175,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Manufacturing-dependent,0.375,0.104,0.242,0.081,0.509,0.224,0.174,0.042,0.015,0.946,0.004,0.005,0.250969,0.3633721,0.25387597,0.13178295,11,13,0.324,0.307,0.131,0.083,0.081,0.385,13,,24.59,2939,1599,b,26.6,23.91600012
1590,3176,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Manufacturing-dependent,0.52,0.043,0.199,0.076,0.502,0.245,0.16,0.026,0.033,0.926,0.007,0,0.15261044,0.37148595,0.32028112,0.1556225,13,9,0.304,0.245,0.11,0.055,,0.333,11,,20.14,5489,8180,a,11.6,11.60000038
1591,3177,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.498,0.06,0.142,0.02,0.492,0.204,0.175,0.016,0.068,0.896,0.005,0.005,0.093655586,0.41087613,0.27391744,0.22155085,10,11,0.306,0.199,0.104,0.082,0.232,0.311,12,2.98,13.33,2390,2730,b,15.8,15.80000019
1592,3178,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Nonspecialized,0.446,0.067,0.24,0.079,0.514,0.234,0.192,0.015,0.292,0.673,0.001,0.003,0.20897044,0.33639145,0.32517838,0.12945974,12,10,0.348,0.174,0.156,0.134,0.11,0.352,12,,23.93,2790,2780,a,24,24
1593,3179,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Recreation,0.41,0.082,0.267,0.114,0.53,0.189,0.236,0.025,0.337,0.628,0,0.005,0.14051282,0.31384614,0.29128206,0.25435898,9,12,0.349,0.17,0.127,0.109,0.166,0.281,12,7.8,27,2080,1770,a,19,19
