row_id,area__rucc,area__urban_influence,econ__economic_typology,econ__pct_civilian_labor,econ__pct_unemployment,econ__pct_uninsured_adults,econ__pct_uninsured_children,demo__pct_female,demo__pct_below_18_years_of_age,demo__pct_aged_65_years_and_older,demo__pct_hispanic,demo__pct_non_hispanic_african_american,demo__pct_non_hispanic_white,demo__pct_american_indian_or_alaskan_native,demo__pct_asian,demo__pct_adults_less_than_a_high_school_diploma,demo__pct_adults_with_high_school_diploma,demo__pct_adults_with_some_college,demo__pct_adults_bachelors_or_higher,demo__birth_rate_per_1k,demo__death_rate_per_1k,health__pct_adult_obesity,health__pct_adult_smoking,health__pct_diabetes,health__pct_low_birthweight,health__pct_excessive_drinking,health__pct_physical_inacticity,health__air_pollution_particulate_matter,health__homicides_per_100k,health__motor_vehicle_crash_deaths_per_100k,health__pop_per_dentist,health__pop_per_primary_care_physician,yr,poverty_rate
3634,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.409,0.088,0.231,0.078,0.493,0.238,0.141,0.011,0.009,0.956,0,0.001,0.227043391,0.413723512,0.26135217,0.097880928,12,12,0.357,0.292,0.127,0.084,0.077,0.361,14,,23.18,3339,1850,b,20.8
3635,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Farm-dependent,0.338,0.076,0.268,0.103,0.49,0.199,0.206,0.019,0.326,0.653,0.006,0,0.210050251,0.366834171,0.279396985,0.143718593,10,11,0.352,0.229,0.17,0.114,0.12,0.335,12,,35.2,5189,5209,a,18.9
3637,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.443,0.055,0.21,0.047,0.505,0.21,0.194,0.018,0.05,0.92,0.003,0.008,0.20741483,0.368737475,0.285571142,0.138276553,10,13,0.317,0.236,0.134,0.081,0.146,0.335,13,,25.78,6569,3720,b,19.3
3638,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Federal/State government-dependent,0.529,0.065,0.111,0.036,0.518,0.183,0.182,0.042,0.029,0.876,0.002,0.015,0.076152305,0.235470942,0.240480962,0.447895792,9,9,0.218,0.126,0.073,0.069,0.201,0.191,10,,7.51,1180,1130,b,9.2
3639,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.442,0.065,0.273,0.08,0.519,0.233,0.151,0.1,0.145,0.729,0.01,0.019,0.212871287,0.307920792,0.283168317,0.196039604,12,11,0.274,0.207,0.111,0.099,0.113,0.293,13,3.6,14.79,2520,780,a,20.9
3643,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.553,0.039,0.191,0.081,0.492,0.249,0.18,0.141,0,0.835,0.02,0.006,0.125376128,0.324974925,0.373119358,0.176529589,11,11,0.305,0.2,0.102,0.082,0.14,0.275,14,,31.22,4899,2440,a,13.6
3647,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.474,0.055,0.184,0.078,0.509,0.231,0.135,0.009,0,0.967,0,0.007,0.108457711,0.485572139,0.268656716,0.137313433,13,10,0.321,0.313,0.105,0.081,,0.276,14,,16.36,6749,3200,b,18.9
3650,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Recreation,0.456,0.071,0.133,0.073,0.497,0.22,0.22,0.019,0.002,0.929,0.027,0.006,0.079717457,0.314833502,0.355196771,0.25025227,11,11,0.28,0.164,0.095,0.057,0.192,0.253,12,,14.98,2920,1009,b,12.7
3651,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Nonspecialized,0.5,0.046,0.314,0.174,0.504,0.231,0.201,0.274,0.127,0.598,0.013,0,0.178109453,0.382089552,0.249751244,0.190049751,13,13,0.286,,0.11,0.072,0.187,0.291,9,,31.1,3499,1299,b,15.8
3652,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.494,0.032,0.205,0.085,0.505,0.311,0.09,0.099,0,0.852,0.002,0.029,0.081754736,0.215353938,0.341974078,0.360917248,20,4,0.242,0.05,0.067,0.06,0.062,0.16,11,,8.54,1599,2289,b,13.9
3653,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Nonspecialized,0.445,0.05,0.213,0.057,0.51,0.238,0.17,0.035,0.033,0.891,0.006,0.016,0.162882527,0.383020731,0.272458045,0.181638697,13,12,0.348,0.257,0.129,0.075,0.091,0.352,14,5,23.1,1239,1289,a,15.5
3654,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.518,0.036,0.201,0.11,0.509,0.229,0.229,0.048,0.011,0.913,0.003,0,0.066666667,0.301538462,0.425641026,0.206153846,12,13,0.362,,0.115,0.121,,0.257,12,,,,1699,a,9.7
3655,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Federal/State government-dependent,0.353,0.076,0.195,0.08,0.45,0.127,0.272,0.017,0.49,0.484,0.009,0.002,0.217522659,0.298086606,0.30715005,0.177240685,5,12,0.344,0.166,0.139,0.136,0.117,0.268,13,,21.52,11239,3339,b,25
3657,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Mining-dependent,0.549,0.029,0.207,0.089,0.471,0.208,0.163,0.033,0,0.932,0.013,0.004,0.121334682,0.319514661,0.377148635,0.182002022,10,10,0.309,0.192,0.088,0.082,0.175,0.284,11,,20.58,3690,1769,b,13.3
3658,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.371,0.066,0.273,0.068,0.521,0.267,0.158,0.011,0.523,0.451,0,0.011,0.194974874,0.339698493,0.307537688,0.157788945,13,13,0.384,0.279,0.159,0.14,0.099,0.333,11,13.7,28.73,2099,2000,a,29.5
3660,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Federal/State government-dependent,0.484,0.054,0.125,0.058,0.502,0.264,0.11,0.032,0.169,0.742,0.009,0.01,0.069556452,0.306451613,0.298387097,0.325604839,12,7,0.289,,0.11,0.082,,0.237,12,,16.94,2479,6039,b,7.7
3663,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Federal/State government-dependent,0.575,0.037,0.208,0.074,0.5,0.198,0.162,0.034,0.008,0.871,0.046,0.012,0.059464817,0.289395441,0.319127849,0.332011893,11,8,0.303,0.179,0.084,0.058,0.205,0.274,13,,,1469,1529,b,18.7
3667,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.522,0.065,0.146,0.026,0.499,0.258,0.117,0.126,0.019,0.831,0.005,0.021,0.071285141,0.264056225,0.335341366,0.329317269,11,6,0.274,0.209,0.081,0.064,0.192,0.223,13,0.4,8.43,1649,1679,a,8.4
3669,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Farm-dependent,0.409,0.056,0.227,0.068,0.505,0.217,0.196,0.008,0.019,0.967,0,0.015,0.203629032,0.377016129,0.306451613,0.112903226,12,11,0.325,0.334,0.137,0.09,,0.356,14,,23.55,9249,2319,a,18.8
3671,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.55,0.048,0.142,0.043,0.516,0.208,0.175,0.015,0.008,0.961,0.001,0.009,0.086529007,0.314650934,0.295968535,0.302851524,9,9,0.258,0.187,0.084,0.069,0.191,0.208,10,1.95,11.43,2729,1270,b,11
3672,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.372,0.09,0.197,0.05,0.515,0.213,0.183,0.001,0.003,0.979,0.008,0.001,0.152238806,0.470646766,0.267661692,0.109452736,10,13,0.368,0.332,0.109,0.103,0.098,0.371,13,,28.26,3970,1509,b,21
3673,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.431,0.064,0.208,0.051,0.509,0.204,0.219,0.018,0.076,0.877,0.011,0.01,0.176063304,0.440158259,0.228486647,0.15529179,10,13,0.367,0.277,0.152,0.093,0.098,0.392,15,6.2,26.57,2139,1469,a,19.5
3674,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.516,0.026,0.198,0.087,0.475,0.21,0.185,0.02,0,0.955,0,0.002,0.077231695,0.393179539,0.348044132,0.181544634,17,9,0.339,,0.095,0.084,,0.297,12,,,,,a,11.2
3676,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.453,0.056,0.248,0.051,0.493,0.227,0.181,0.017,0.289,0.685,0.004,0.001,0.210526316,0.420040486,0.241902834,0.127530364,12,12,0.392,0.192,0.124,0.1,,0.342,11,,25.68,8049,5399,a,20.9
3679,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.481,0.044,0.186,0.089,0.514,0.248,0.164,0.024,0,0.868,0.083,0,0.150051388,0.30626927,0.308324769,0.235354574,14,10,0.357,0.146,0.09,0.047,0.159,0.345,11,,,5419,880,b,14.2
3684,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.494,0.069,0.208,0.078,0.523,0.228,0.108,0.056,0.338,0.572,0.002,0.019,0.115541922,0.253578732,0.336400818,0.294478528,12,7,0.355,0.191,0.095,0.113,0.127,0.236,12,8.1,16.93,1860,1010,b,24.2
3686,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.516,0.043,0.173,0.06,0.514,0.247,0.155,0.104,0.085,0.752,0.013,0.011,0.095332671,0.307845084,0.305858987,0.290963257,13,10,0.323,0.183,0.107,0.074,0.15,0.249,8,6.64,9,1760,1340,b,16.1
3687,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.497,0.047,0.139,0.047,0.5,0.249,0.136,0.02,0.07,0.874,0.002,0.011,0.087087087,0.339339339,0.317317317,0.256256256,11,8,0.302,0.197,0.091,0.076,0.164,0.267,13,1.1,10.64,2320,1669,a,8.4
3688,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Mining-dependent,0.626,0.038,0.266,0.14,0.467,0.182,0.104,0.082,0.011,0.89,0.029,0.008,0.052837573,0.175146771,0.23483366,0.537181996,9,3,0.157,0.146,0.04,0.086,0.272,0.13,11,,14.31,2719,1710,b,14.3
3690,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Manufacturing-dependent,0.414,0.055,0.247,0.072,0.506,0.257,0.149,0.123,0.072,0.773,0.011,0.016,0.211558308,0.416924665,0.239422085,0.132094943,13,10,0.347,0.246,0.119,0.094,,0.373,14,3.7,23.09,3530,3029,a,16.2
3691,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Manufacturing-dependent,0.562,0.048,0.139,0.054,0.499,0.213,0.178,0.016,0.003,0.956,0.011,0.007,0.081754736,0.387836491,0.331006979,0.199401795,10,10,0.319,0.187,0.108,0.057,0.264,0.174,12,,21.64,2170,920,a,10
3695,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Mining-dependent,0.464,0.061,0.245,0.054,0.512,0.192,0.181,0,0.034,0.935,0.007,0,0.116514691,0.417426545,0.259371834,0.20668693,11,11,0.338,0.211,0.135,0.085,0.093,0.328,13,3.05,13.22,2139,1410,b,18.1
3697,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Nonspecialized,0.455,0.065,0.218,0.055,0.512,0.231,0.164,0.044,0.034,0.895,0.001,0.012,0.159605911,0.387192118,0.269950739,0.183251232,12,12,0.344,0.248,0.127,0.075,0.093,0.337,14,3.69,23.54,1339,1230,b,16.2
3701,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.394,0.111,0.314,0.109,0.503,0.28,0.127,0.553,0.025,0.371,0.049,0.031,0.290258449,0.253479125,0.317097416,0.13916501,15,7,0.273,0.132,0.092,0.057,0.149,0.204,10,4.2,19.7,2299,2170,a,22.5
3702,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.522,0.071,0.271,0.096,0.508,0.233,0.097,0.079,0.436,0.404,0.001,0.06,0.093,0.18,0.238,0.489,13,6,0.225,0.13,0.073,0.109,0.176,0.193,13,12.8,10.52,1609,1029,b,18.2
3705,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.351,0.083,0.286,0.081,0.506,0.212,0.256,0.017,0.007,0.941,0.013,0.003,0.171370968,0.466733871,0.272177419,0.089717742,9,15,0.294,0.319,0.116,0.074,0.068,0.304,12,,35.91,4310,2170,b,21.5
3706,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Federal/State government-dependent,0.534,0.056,0.111,0.035,0.508,0.229,0.13,0.066,0.153,0.712,0,0.035,0.083669355,0.255040323,0.276209677,0.385080645,12,7,0.278,0.156,0.091,0.069,0.193,0.234,12,3.2,9.1,1590,1449,b,6.6
3707,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.517,0.048,0.164,0.065,0.457,0.173,0.166,0.02,0.019,0.857,0.004,0.095,0.054545455,0.305050505,0.318181818,0.322222222,9,10,0.3,0.206,0.095,0.049,,0.225,10,,18.99,2320,1120,b,17.6
3713,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Federal/State government-dependent,0.46,0.04,0.42,0.195,0.51,0.26,0.172,0.754,0.005,0.224,0.014,0.016,0.382441978,0.326942482,0.187689203,0.102926337,11,7,0.295,,0.093,0.075,,0.268,11,,,,2380,b,24.9
3714,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.446,0.055,0.245,0.115,0.497,0.278,0.165,0.544,0.005,0.44,0.036,0.009,0.158102767,0.333003953,0.318181818,0.190711463,14,9,0.193,0.211,0.069,0.105,0.136,0.195,12,,22.56,8269,2060,a,21.2
3719,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Farm-dependent,0.347,0.096,0.235,0.085,0.523,0.231,0.165,0.042,0.455,0.475,0.004,0,0.193069307,0.424752475,0.294059406,0.088118812,8,7,0.331,,0.149,0.103,,0.297,12,,,,,b,27.4
3720,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.439,0.061,0.251,0.061,0.5,0.217,0.174,0.057,0.069,0.82,0.012,0.045,0.209611452,0.298568507,0.32208589,0.169734151,10,11,0.289,0.246,0.136,0.08,0.068,0.296,13,5.7,17.36,2529,1709,b,20.9
3723,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Nonspecialized,0.471,0.051,0.134,0.025,0.489,0.224,0.168,0.041,0.056,0.888,0.009,0,0.122650841,0.397626113,0.327398615,0.152324431,10,10,0.323,0.294,0.096,0.081,0.249,0.314,13,,19.07,2929,1840,a,12.3
3725,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.423,0.048,0.274,0.116,0.497,0.23,0.222,0.041,0.02,0.89,0.058,0.007,0.117882118,0.337662338,0.390609391,0.153846154,10,11,0.298,0.161,0.111,,0.29,0.232,11,,41.07,1979,3820,b,14.5
3729,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.389,0.072,0.28,0.076,0.506,0.238,0.138,0.596,0.014,0.351,0.049,0.012,0.172205438,0.326283988,0.336354481,0.165156093,11,9,0.288,0.222,0.085,0.083,0.125,0.236,9,9.3,21.28,5439,3059,a,19.8
3733,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a large metro area,Nonspecialized,0.427,0.052,0.202,0.066,0.517,0.237,0.152,0.017,0.065,0.905,0.002,0.018,0.167167167,0.383383383,0.287287287,0.162162162,11,13,0.324,0.255,0.145,0.085,0.13,0.299,13,,19.68,1430,1089,a,18.7
3734,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.501,0.06,0.264,0.1,0.503,0.231,0.141,0.43,0.018,0.476,0.028,0.049,0.208,0.172,0.291,0.329,13,7,0.186,0.105,0.058,0.06,0.179,0.138,8,1.35,10.4,1419,1269,b,17
3735,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.521,0.037,0.264,0.088,0.493,0.274,0.075,0.335,0.155,0.451,0.006,0.058,0.189,0.258,0.266,0.287,18,4,0.306,,0.083,0.074,,0.208,13,,5.93,830,900,a,8.5
3736,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Nonspecialized,0.454,0.083,0.215,0.083,0.501,0.189,0.212,0.009,0.012,0.91,0.048,0.006,0.128742515,0.382235529,0.28742515,0.201596806,9,14,0.328,0.231,0.13,0.063,0.172,0.301,10,,23.93,2770,1480,b,18.4
3739,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Recreation,0.537,0.039,0.1,0.04,0.506,0.192,0.187,0.011,0.006,0.967,0.004,0.011,0.092,0.341,0.274,0.293,9,11,0.293,0.176,0.091,0.061,0.177,0.216,11,1.7,11.3,1400,1260,a,11.4
3740,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.483,0.062,0.17,0.07,0.484,0.22,0.139,0.015,0.043,0.914,0.013,0.01,0.139581256,0.382851446,0.271186441,0.206380857,12,8,0.347,0.303,0.096,0.091,0.169,0.311,10,2.63,24.39,5340,2610,b,14.1
3741,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Recreation,0.453,0.058,0.269,0.103,0.502,0.215,0.168,0.064,0.168,0.743,0.003,0.006,0.140594059,0.303960396,0.33960396,0.215841584,11,10,0.276,0.277,0.122,0.08,0.177,0.251,12,2.3,23.42,3069,3180,a,14.3
3743,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Federal/State government-dependent,0.322,0.049,0.268,0.12,0.392,0.196,0.133,0.378,0.117,0.506,0.014,0.003,0.262686567,0.340298508,0.285572139,0.111442786,11,11,0.295,,0.093,0.086,,0.257,10,,30.62,5869,3139,b,20.8
3745,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.525,0.061,0.135,0.045,0.499,0.239,0.119,0.127,0.062,0.786,0.011,0.023,0.098703888,0.326021934,0.33000997,0.245264207,12,8,0.305,0.208,0.071,0.081,0.235,0.223,13,2.9,10.5,1759,2200,b,15.8
3746,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.555,0.028,0.164,0.081,0.498,0.248,0.152,0.132,0.014,0.809,0.019,0.013,0.122144985,0.294935452,0.383316783,0.199602781,15,10,0.305,0.169,0.084,0.064,0.201,0.245,11,,14.79,1029,1340,a,14
3748,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.538,0.055,0.075,0.016,0.53,0.185,0.123,0.204,0.207,0.489,0.012,0.087,0.158415842,0.228712871,0.191089109,0.421782178,12,6,0.216,0.147,0.082,0.092,0.184,0.208,10,8.31,4.14,629,690,b,21.2
3750,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.438,0.056,0.213,0.037,0.501,0.237,0.136,0.059,0.131,0.774,0,0.001,0.169371197,0.318458418,0.278904665,0.23326572,11,8,0.328,0.221,0.115,0.092,0.092,0.31,13,4.9,20.86,3550,3130,a,14.4
3754,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Manufacturing-dependent,0.559,0.05,0.133,0.05,0.502,0.222,0.178,0.018,0.006,0.956,0.01,0.012,0.0775428,0.394763343,0.334340383,0.193353474,10,11,0.323,0.187,0.095,0.048,0.266,0.194,12,,20.99,2199,1040,b,11.1
3755,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.513,0.057,0.158,0.065,0.51,0.24,0.129,0.023,0.014,0.947,0,0,0.111660079,0.336956522,0.28458498,0.266798419,11,8,0.278,0.235,0.099,0.062,0.154,0.25,13,1.11,9.79,2600,1410,b,10.9
3756,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.495,0.044,0.163,0.066,0.493,0.257,0.113,0.068,0.008,0.858,0.005,0.022,0.055555556,0.220238095,0.359126984,0.365079365,12,6,0.234,0.158,0.07,0.075,0.165,0.153,9,1.93,9.32,1300,1249,b,12.2
3757,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.556,0.05,0.19,0.082,0.506,0.252,0.163,0.041,0.006,0.854,0.083,0.011,0.0562249,0.413654619,0.353413655,0.176706827,12,9,0.358,0.274,0.116,0.066,0.143,0.293,8,,32.26,3389,1490,b,10.1
3760,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.333,0.093,0.29,0.107,0.457,0.208,0.154,0.063,0.491,0.433,0.007,0.011,0.24975025,0.430569431,0.221778222,0.097902098,7,8,0.31,,0.135,0.138,,0.288,13,,19.47,3250,14579,b,29.9
3761,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Federal/State government-dependent,0.354,0.093,0.248,0.085,0.48,0.226,0.146,0.038,0.294,0.644,0.006,0.011,0.183531746,0.423611111,0.24702381,0.145833333,10,9,0.363,0.189,0.15,0.116,,0.318,13,8.11,19.96,2569,2429,b,25.3
3763,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.363,0.057,0.232,0.053,0.511,0.221,0.166,0,0,0.974,0,0.002,0.262262262,0.487487488,0.171171171,0.079079079,11,12,0.304,0.363,0.134,0.1,,0.325,13,,36.96,2060,2889,a,28.1
3765,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.515,0.059,0.173,0.063,0.492,0.202,0.171,0.021,0.033,0.924,0,0.01,0.140421264,0.397191575,0.242728185,0.219658977,9,10,0.275,0.181,0.097,0.066,0.101,0.261,13,3.36,17.43,3999,2290,b,9.3
3767,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.484,0.051,0.159,0.058,0.501,0.229,0.159,0.043,0.023,0.906,0.002,0.005,0.101419878,0.456389452,0.296146045,0.146044625,10,10,0.329,0.187,0.111,0.082,0.201,0.277,13,,17.08,2789,2659,a,13.7
3770,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.392,0.09,0.335,0.145,0.482,0.282,0.127,0.569,0.06,0.369,0.017,0.001,0.276302852,0.320550639,0.2546706,0.14847591,14,9,0.281,0.28,0.096,0.092,,0.302,9,,18.81,3269,2430,b,23.6
3772,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Manufacturing-dependent,0.443,0.089,0.175,0.057,0.495,0.239,0.173,0.02,0.007,0.957,0.001,0,0.121635095,0.444666002,0.304087737,0.129611167,11,11,0.338,0.205,0.117,0.06,0.145,0.29,12,,10.42,7909,2610,b,19.6
3773,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.419,0.067,0.273,0.085,0.514,0.229,0.176,0.028,0.008,0.958,0,0.011,0.266871166,0.379345603,0.237218814,0.116564417,12,12,0.343,0.307,0.13,0.092,0.137,0.377,13,,35.04,16559,7949,b,30.2
3774,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.571,0.032,0.109,0.03,0.499,0.197,0.096,0.062,0.051,0.816,0,0.054,0.057654076,0.172962227,0.260437376,0.508946322,13,5,0.242,0.131,0.058,0.07,0.22,0.172,11,1.3,6.64,489,589,a,18.3
3775,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Recreation,0.53,0.089,0.286,0.17,0.461,0.246,0.095,0.034,0.013,0.705,0.143,0.039,0.075528701,0.267875126,0.364551863,0.29204431,15,7,0.295,0.223,0.059,0.052,0.216,0.244,,,,2440,1379,a,9
3777,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Recreation,0.556,0.05,0.235,0.134,0.503,0.197,0.136,0.118,0.004,0.798,0.062,0,0.055780933,0.188640974,0.322515213,0.43306288,10,6,0.169,0.172,0.06,0.076,0.217,0.172,11,3.77,19.71,1199,1010,b,10.7
3779,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.536,0.025,0.192,0.078,0.501,0.225,0.214,0.028,0.008,0.959,0.012,0,0.108216433,0.367735471,0.311623247,0.21242485,19,9,0.321,0.181,0.082,0.039,0.17,0.284,11,,,1799,,a,14.1
3780,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Federal/State government-dependent,0.316,0.052,0.267,0.14,0.39,0.186,0.13,0.389,0.118,0.48,0.012,0.014,0.256385069,0.333005894,0.291748527,0.118860511,10,9,0.282,,0.099,0.069,,0.253,10,,30.55,4699,4660,a,20.3
